"seqnames","start","end","V6","geneId","annotation"
"chr3R",5632415,5633152,3.22364,"FBgn0051549","Promoter"
"chr3R",5633604,5635226,9.86551,"FBgn0037354","Promoter"
"chr3R",5637332,5638627,12.0138,"FBgn0037356","Promoter"
"chr3R",5639899,5640411,4.36048,"FBgn0037356","3' UTR"
"chr3R",5643285,5643740,3.27701,"FBgn0027951","Exon (FBtr0290206/FBgn0027951, exon 2 of 11)"
"chr3R",5647064,5648607,12.2796,"FBgn0027951","Promoter"
"chr3R",5649250,5652508,40.7999,"FBgn0262125","Promoter"
"chr3R",5653145,5654849,18.7991,"FBgn0037358","Promoter"
"chr3R",5655589,5657812,5.35524,"FBgn0037359","Promoter"
"chr3R",5658210,5659928,23.1203,"FBgn0037360","Promoter"
"chr3R",5660733,5661977,13.8884,"FBgn0046222","Promoter"
"chr3R",5664196,5664955,3.67651,"FBgn0267809","Promoter"
"chr3R",5668043,5669268,9.29939,"FBgn0010772","Promoter"
"chr3R",5669695,5670828,11.6236,"FBgn0037363","Promoter"
"chr3R",5684070,5685486,46.1196,"FBgn0037364","Promoter"
"chr3R",5734031,5734490,1.92898,"FBgn0037368","Promoter"
"chr3R",5736791,5737875,11.999,"FBgn0037370","Promoter"
"chr3R",5742553,5743859,19.8742,"FBgn0027497","Promoter"
"chr3R",5747403,5749987,8.54086,"FBgn0037372","Distal Intergenic"
"chr3R",5755703,5756189,4.8233,"FBgn0037372","Promoter"
"chr3R",5757509,5758874,4.33063,"FBgn0266672","Promoter"
"chr3R",5779232,5781105,27.612,"FBgn0027608","Promoter"
"chr3R",5781483,5782875,9.86391,"FBgn0037375","Promoter"
"chr3R",5789547,5794089,18.7546,"FBgn0037377","Promoter"
"chr3R",5794836,5795819,7.35379,"FBgn0037379","Promoter"
"chr3R",5811897,5812326,2.17138,"FBgn0261561","3' UTR"
"chr3R",5813391,5813951,16.3441,"FBgn0261561","Promoter"
"chr3R",5819503,5819985,2.1239,"FBgn0261561","Exon (FBtr0078667/FBgn0037382, exon 4 of 5)"
"chr3R",5823429,5824360,19.6905,"FBgn0037383","Promoter"
"chr3R",5861591,5862289,3.76846,"FBgn0037391","Promoter"
"chr3R",5999584,6008700,149.669,"FBgn0003261","Promoter"
"chr3R",6012984,6014221,29.9968,"FBgn0037395","Distal Intergenic"
"chr3R",6087989,6088447,4.57611,"FBgn0037399","Downstream (<1kb)"
"chr3R",6089447,6101429,429.89,"FBgn0026077","Promoter"
"chr3R",6105994,6106421,3.71896,"FBgn0266234","Distal Intergenic"
"chr3R",6111902,6113533,6.08081,"FBgn0046875","Promoter"
"chr3R",6115942,6117675,9.80926,"FBgn0046875","Distal Intergenic"
"chr3R",6118051,6118935,10.1256,"FBgn0037402","Distal Intergenic"
"chr3R",6119318,6120270,4.66022,"FBgn0037402","Distal Intergenic"
"chr3R",6156231,6157252,8.0958,"FBgn0051559","Promoter"
"chr3R",6198646,6200850,26.6838,"FBgn0037409","Promoter"
"chr3R",6208595,6209336,3.97037,"FBgn0037410","Promoter"
"chr3R",6210483,6211488,35.7594,"FBgn0037410","Promoter"
"chr3R",6229928,6230334,1.43786,"FBgn0037413","Distal Intergenic"
"chr3R",6235809,6236618,5.10127,"FBgn0027527","3' UTR"
"chr3R",6248882,6249786,6.65894,"FBgn0037414","Promoter"
"chr3R",6259936,6263188,47.7506,"FBgn0037416","Promoter"
"chr3R",6297047,6297638,5.96241,"FBgn0040279","Distal Intergenic"
"chr3R",6299092,6299451,6.18708,"FBgn0040279","Promoter"
"chr3R",6300105,6306112,69.587,"FBgn0037424","Promoter"
"chr3R",6311688,6313059,28.3609,"FBgn0037427","Promoter"
"chr3R",6322722,6323174,3.5424,"FBgn0037428","Intron (FBtr0334536/FBgn0037427, intron 6 of 8)"
"chr3R",6329882,6333088,22.7145,"FBgn0037428","Promoter"
"chr3R",6335273,6337777,17.5962,"FBgn0037429","Promoter"
"chr3R",6339956,6345814,44.3518,"FBgn0037430","Promoter"
"chr3R",6351075,6352559,14.6039,"FBgn0267698","Promoter"
"chr3R",6366492,6368067,16.3939,"FBgn0261641","Promoter"
"chr3R",6369053,6369957,5.97044,"FBgn0037439","Promoter"
"chr3R",6371491,6373622,15.1808,"FBgn0037440","Promoter"
"chr3R",6379440,6379806,3.92686,"FBgn0027514","Promoter"
"chr3R",6380530,6381473,14.487,"FBgn0010282","Promoter"
"chr3R",6383016,6383393,2.58636,"FBgn0037442","Promoter"
"chr3R",6386429,6387571,4.75124,"FBgn0037442","3' UTR"
"chr3R",6391477,6391982,8.55799,"FBgn0037442","5' UTR"
"chr3R",6399747,6400559,5.88102,"FBgn0037443","Intron (FBtr0289939/FBgn0037443, intron 1 of 10)"
"chr3R",6401082,6402301,2.1228,"FBgn0037443","Intron (FBtr0289939/FBgn0037443, intron 1 of 10)"
"chr3R",6404485,6405924,48.0162,"FBgn0037443","Promoter"
"chr3R",6406862,6408022,13.5898,"FBgn0264495","Promoter"
"chr3R",6411995,6412386,6.61572,"FBgn0264787","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6416119,6416795,8.77834,"FBgn0264787","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6417988,6418884,15.6699,"FBgn0264787","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6421352,6422155,10.1091,"FBgn0264787","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6423195,6423918,14.0746,"FBgn0264787","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6426174,6426882,9.08107,"FBgn0264787","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6429664,6430600,6.61477,"FBgn0264787","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6432434,6433384,11.2956,"FBgn0283558","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6435282,6436050,4.06868,"FBgn0283558","Intron (FBtr0334322/FBgn0264495, intron 1 of 6)"
"chr3R",6437105,6437704,1.74689,"FBgn0283558","5' UTR"
"chr3R",6443832,6444458,4.02195,"FBgn0283558","Exon (FBtr0334322/FBgn0264495, exon 7 of 7)"
"chr3R",6455378,6456359,5.82327,"FBgn0037445","Promoter"
"chr3R",6457313,6457748,3.11922,"FBgn0037446","Promoter"
"chr3R",6510165,6510965,5.82047,"FBgn0011919","Distal Intergenic"
"chr3R",6512701,6514065,8.03321,"FBgn0037449","Distal Intergenic"
"chr3R",6514463,6514848,2.49182,"FBgn0037449","Distal Intergenic"
"chr3R",6646888,6648199,13.7345,"FBgn0010355","Promoter"
"chr3R",6656387,6657418,8.34257,"FBgn0026566","Promoter"
"chr3R",6657820,6660122,36.4732,"FBgn0024912","Promoter"
"chr3R",6686495,6687219,3.25253,"FBgn0004777","Promoter"
"chr3R",6688369,6688951,1.82285,"FBgn0004778","Downstream (<1kb)"
"chr3R",6812315,6813370,3.57724,"FBgn0267575","Intron (FBtr0334273/FBgn0261503, intron 1 of 1)"
"chr3R",6815434,6816458,31.1381,"FBgn0261503","Promoter"
"chr3R",6819774,6821208,154.703,"FBgn0026162","Promoter"
"chr3R",6821732,6823094,153.442,"FBgn0000003","Promoter"
"chr3R",6935809,6936209,6.89723,"FBgn0260642","Intron (FBtr0081647/FBgn0260642, intron 2 of 6)"
"chr3R",6940512,6940851,2.32968,"FBgn0260642","Intron (FBtr0081647/FBgn0260642, intron 2 of 6)"
"chr3R",6972667,6973290,3.93728,"FBgn0260642","Intron (FBtr0081647/FBgn0260642, intron 1 of 6)"
"chr3R",7009780,7010202,2.12208,"FBgn0267559","Distal Intergenic"
"chr3R",7042128,7042774,4.06868,"FBgn0266238","Distal Intergenic"
"chr3R",7064896,7065675,3.57178,"FBgn0037465","Exon (FBtr0081645/FBgn0037465, exon 3 of 4)"
"chr3R",7066152,7067946,14.0689,"FBgn0037465","Promoter"
"chr3R",7071922,7074366,16.5636,"FBgn0037467","Promoter"
"chr3R",7074861,7077487,19.6418,"FBgn0037468","Promoter"
"chr3R",7077967,7080331,20.5065,"FBgn0010774","Promoter"
"chr3R",7082260,7083473,19.1854,"FBgn0037469","Promoter"
"chr3R",7085082,7090843,494.147,"FBgn0003884","Promoter"
"chr3R",7093984,7095037,13.9716,"FBgn0040670","Promoter"
"chr3R",7096152,7096808,4.72412,"FBgn0040670","Exon (FBtr0300494/FBgn0261238, exon 8 of 10)"
"chr3R",7098416,7099402,3.16938,"FBgn0040670","Exon (FBtr0300494/FBgn0261238, exon 4 of 10)"
"chr3R",7099974,7100368,2.76251,"FBgn0040670","Exon (FBtr0113200/FBgn0261238, exon 4 of 6)"
"chr3R",7101647,7102279,3.21708,"FBgn0261238","Exon (FBtr0300494/FBgn0261238, exon 2 of 10)"
"chr3R",7103284,7103801,2.1469,"FBgn0261238","Intron (FBtr0300494/FBgn0261238, intron 1 of 9)"
"chr3R",7107032,7108495,32.9853,"FBgn0261238","Promoter"
"chr3R",7109915,7110515,4.04621,"FBgn0267566","Promoter"
"chr3R",7114559,7115247,3.02265,"FBgn0014863","Exon (FBtr0346967/FBgn0014863, exon 2 of 2)"
"chr3R",7119573,7119949,1.9894,"FBgn0014863","Exon (FBtr0081613/FBgn0261238, exon 4 of 10)"
"chr3R",7122164,7124141,39.5343,"FBgn0261238","Promoter"
"chr3R",7124653,7125116,8.33383,"FBgn0037472","Promoter"
"chr3R",7125467,7126108,9.00974,"FBgn0037472","Promoter"
"chr3R",7129615,7130026,42.7484,"FBgn0051494","Promoter"
"chr3R",7130488,7131084,36.1414,"FBgn0051491","Promoter"
"chr3R",7150137,7150839,11.0547,"FBgn0250732","Promoter"
"chr3R",7151440,7151783,5.08842,"FBgn0011020","Promoter"
"chr3R",7154666,7155023,3.15012,"FBgn0037481","Promoter"
"chr3R",7162794,7163242,29.9113,"FBgn0002306","Promoter"
"chr3R",7185957,7186609,7.38782,"FBgn0037482","Promoter"
"chr3R",7186984,7187972,16.4345,"FBgn0086372","Promoter"
"chr3R",7474398,7475164,120.093,"FBgn0065099","Promoter"
"chr3R",7485834,7486226,3.75821,"FBgn0015569","Downstream (<1kb)"
"chr3R",7490838,7491708,38.5378,"FBgn0015569","Promoter"
"chr3R",7531471,7532417,4.81635,"FBgn0003885","Promoter"
"chr3R",7558826,7559738,16.8059,"FBgn0267105","Distal Intergenic"
"chr3R",7760975,7761469,26.6461,"FBgn0037515","Promoter"
"chr3R",7810837,7811443,4.42011,"FBgn0051472","Promoter"
"chr3R",7886354,7888238,30.8889,"FBgn0037525","Promoter"
"chr3R",7893932,7894818,4.38845,"FBgn0260005","5' UTR"
"chr3R",7895733,7897054,40.5149,"FBgn0260005","Promoter"
"chr3R",7897745,7902632,21.2017,"FBgn0037529","Promoter"
"chr3R",7906611,7907229,6.55084,"FBgn0024909","Promoter"
"chr3R",7910145,7911764,9.35125,"FBgn0004901","Promoter"
"chr3R",7912484,7913172,3.36563,"FBgn0014930","Promoter"
"chr3R",7966651,7967163,13.8275,"FBgn0000504","Promoter"
"chr3R",7974665,7978862,29.738,"FBgn0037533","Promoter"
"chr3R",7995387,7996238,9.7627,"FBgn0037534","Promoter"
"chr3R",8000129,8000469,4.22509,"FBgn0037535","Promoter"
"chr3R",8001616,8002198,4.38388,"FBgn0037536","Promoter"
"chr3R",8003584,8005407,4.8388,"FBgn0037536","3' UTR"
"chr3R",8006157,8008184,18.4792,"FBgn0037537","Promoter"
"chr3R",8009842,8010704,4.70654,"FBgn0037538","Promoter"
"chr3R",8012616,8013032,6.72406,"FBgn0037539","Promoter"
"chr3R",8015081,8015447,6.58695,"FBgn0037540","Exon (FBtr0081786/FBgn0037540, exon 3 of 3)"
"chr3R",8021455,8021792,1.48561,"FBgn0037541","Exon (FBtr0335229/FBgn0037541, exon 5 of 7)"
"chr3R",8026547,8027135,1.67521,"FBgn0037541","Promoter"
"chr3R",8028379,8030745,10.3595,"FBgn0001255","Promoter"
"chr3R",8033627,8034827,5.25226,"FBgn0010812","Promoter"
"chr3R",8044168,8044579,6.95133,"FBgn0262362","Intron (FBtr0304643/FBgn0262362, intron 2 of 2)"
"chr3R",8105292,8107516,22.836,"FBgn0243512","Promoter"
"chr3R",8107890,8108962,14.3184,"FBgn0243512","5' UTR"
"chr3R",8110132,8111138,4.26191,"FBgn0265419","Exon (FBtr0081792/FBgn0243512, exon 3 of 4)"
"chr3R",8112826,8114931,18.5894,"FBgn0265419","Promoter"
"chr3R",8116224,8117679,5.26588,"FBgn0265419","Intron (FBtr0081792/FBgn0243512, intron 3 of 3)"
"chr3R",8119093,8119510,7.25841,"FBgn0037549","Intron (FBtr0081792/FBgn0243512, intron 3 of 3)"
"chr3R",8120427,8121366,17.3947,"FBgn0037549","3' UTR"
"chr3R",8123823,8124358,2.97437,"FBgn0037549","Exon (FBtr0113205/FBgn0037549, exon 2 of 4)"
"chr3R",8124922,8126153,7.86311,"FBgn0037550","Promoter"
"chr3R",8126640,8127551,2.91228,"FBgn0037551","Promoter"
"chr3R",8128035,8128490,7.34476,"FBgn0037551","Exon (FBtr0081794/FBgn0037551, exon 2 of 4)"
"chr3R",8139182,8141100,28.5074,"FBgn0011959","Promoter"
"chr3R",8155652,8156038,1.52931,"FBgn0011959","Intron (FBtr0081808/FBgn0001138, intron 5 of 8)"
"chr3R",8156748,8158296,8.06142,"FBgn0011959","Intron (FBtr0081808/FBgn0001138, intron 5 of 8)"
"chr3R",8159248,8161127,1.80604,"FBgn0011959","Exon (FBtr0081808/FBgn0001138, exon 5 of 9)"
"chr3R",8165854,8166312,5.14608,"FBgn0001138","Intron (FBtr0081808/FBgn0001138, intron 4 of 8)"
"chr3R",8166865,8167504,3.50196,"FBgn0001138","Exon (FBtr0081808/FBgn0001138, exon 4 of 9)"
"chr3R",8168429,8168973,2.77625,"FBgn0001138","Intron (FBtr0081808/FBgn0001138, intron 2 of 8)"
"chr3R",8169577,8170899,3.17919,"FBgn0001138","Intron (FBtr0081808/FBgn0001138, intron 2 of 8)"
"chr3R",8172808,8173370,1.75335,"FBgn0001138","Intron (FBtr0081808/FBgn0001138, intron 2 of 8)"
"chr3R",8174786,8176123,5.24608,"FBgn0001138","Intron (FBtr0081808/FBgn0001138, intron 2 of 8)"
"chr3R",8177064,8178146,3.8109,"FBgn0001138","Intron (FBtr0081808/FBgn0001138, intron 2 of 8)"
"chr3R",8189021,8189605,3.68304,"FBgn0001138","Distal Intergenic"
"chr3R",8233640,8235178,7.98656,"FBgn0037554","Promoter"
"chr3R",8236157,8236499,3.89435,"FBgn0267109","Exon (FBtr0081797/FBgn0037554, exon 3 of 3)"
"chr3R",8238691,8239668,11.8454,"FBgn0037555","Promoter"
"chr3R",8240161,8240500,8.57535,"FBgn0037555","Promoter"
"chr3R",8244105,8244617,3.02397,"FBgn0064126","Promoter"
"chr3R",8250463,8251119,16.1845,"FBgn0260386","Promoter"
"chr3R",8251687,8252051,2.6042,"FBgn0260386","Intron (FBtr0310080/FBgn0260386, intron 1 of 7)"
"chr3R",8301900,8304054,3.58388,"FBgn0265351","Promoter"
"chr3R",8304589,8305199,3.39446,"FBgn0265101","Promoter"
"chr3R",8306674,8307250,2.92081,"FBgn0263550","Downstream (<1kb)"
"chr3R",8313280,8314625,22.526,"FBgn0037573","Promoter"
"chr3R",8339663,8339998,3.35145,"FBgn0040529","Promoter"
"chr3R",8340451,8340926,5.62533,"FBgn0040529","Promoter"
"chr3R",8344620,8347243,6.15738,"FBgn0037580","Promoter"
"chr3R",8349814,8350984,11.0084,"FBgn0261108","Promoter"
"chr3R",8354106,8356339,15.5948,"FBgn0020249","Promoter"
"chr3R",8356726,8359754,66.0905,"FBgn0020249","Promoter"
"chr3R",8361028,8361539,4.57188,"FBgn0037583","Exon (FBtr0081853/FBgn0037583, exon 3 of 6)"
"chr3R",8361922,8362496,7.8266,"FBgn0037583","Promoter"
"chr3R",8405832,8406254,3.11567,"FBgn0267801","Intron (FBtr0345458/FBgn0266801, intron 2 of 15)"
"chr3R",8517957,8518339,4.38832,"FBgn0037592","Promoter"
"chr3R",8562043,8562471,7.19132,"FBgn0051450","Promoter"
"chr3R",8562925,8563670,11.945,"FBgn0051460","Promoter"
"chr3R",8570594,8571077,12.3497,"FBgn0266916","Distal Intergenic"
"chr3R",8572884,8573482,12.677,"FBgn0261929","Distal Intergenic"
"chr3R",8574161,8575017,16.2597,"FBgn0261929","Distal Intergenic"
"chr3R",8642042,8642876,39.3289,"FBgn0012027","Promoter"
"chr3R",8649530,8650680,10.4004,"FBgn0024326","Promoter"
"chr3R",8651226,8652647,12.9339,"FBgn0037602","Promoter"
"chr3R",8653472,8654632,5.20832,"FBgn0259992","Promoter"
"chr3R",8655660,8660399,29.242,"FBgn0263231","Promoter"
"chr3R",8662220,8662829,3.6992,"FBgn0086679","Exon (FBtr0081887/FBgn0086679, exon 3 of 3)"
"chr3R",8664356,8664719,4.02804,"FBgn0037606","Promoter"
"chr3R",8668070,8670419,34.6446,"FBgn0012024","Promoter"
"chr3R",8674499,8675169,11.0297,"FBgn0037608","Promoter"
"chr3R",8677103,8677515,4.40716,"FBgn0037611","Promoter"
"chr3R",8713006,8715793,6.22739,"FBgn0037612","Promoter"
"chr3R",8730695,8731033,3.77231,"FBgn0037621","Promoter"
"chr3R",8737003,8737963,3.2337,"FBgn0037622","Exon (FBtr0081945/FBgn0037623, exon 3 of 3)"
"chr3R",8738513,8739081,3.97924,"FBgn0037622","5' UTR"
"chr3R",8741037,8741728,3.5394,"FBgn0037623","Intron (FBtr0081945/FBgn0037623, intron 1 of 2)"
"chr3R",8742613,8743310,4.02399,"FBgn0037623","Intron (FBtr0081945/FBgn0037623, intron 1 of 2)"
"chr3R",8745988,8748934,29.9391,"FBgn0037623","Promoter"
"chr3R",8753603,8754843,8.28296,"FBgn0265159","Promoter"
"chr3R",8773555,8774193,4.29252,"FBgn0085330","Promoter"
"chr3R",8774638,8775050,6.37803,"FBgn0085330","3' UTR"
"chr3R",8775450,8775890,4.46384,"FBgn0085330","3' UTR"
"chr3R",8776336,8777929,3.60837,"FBgn0053191","5' UTR"
"chr3R",8778604,8779812,6.19522,"FBgn0053191","Promoter"
"chr3R",8781053,8781759,3.45498,"FBgn0053189","Promoter"
"chr3R",8782102,8784846,7.31772,"FBgn0261015","Promoter"
"chr3R",8786520,8789950,16.7906,"FBgn0261015","5' UTR"
"chr3R",8791712,8793038,24.3651,"FBgn0046874","Promoter"
"chr3R",8801801,8803360,7.25447,"FBgn0037632","Promoter"
"chr3R",8806536,8807065,2.08637,"FBgn0037634","Promoter"
"chr3R",8811338,8812150,5.63091,"FBgn0037635","Intron (FBtr0309098/FBgn0037635, intron 1 of 1)"
"chr3R",8812599,8814582,6.36971,"FBgn0037635","Promoter"
"chr3R",8815083,8815659,11.5765,"FBgn0037635","3' UTR"
"chr3R",8816355,8821031,94.849,"FBgn0037636","Promoter"
"chr3R",8824582,8825397,6.17422,"FBgn0037638","Promoter"
"chr3R",8825855,8827080,9.27112,"FBgn0037638","3' UTR"
"chr3R",8828032,8831041,11.1908,"FBgn0037638","3' UTR"
"chr3R",8832095,8833093,6.35665,"FBgn0037638","Exon (FBtr0305295/FBgn0262614, exon 10 of 13)"
"chr3R",8833909,8835464,13.0008,"FBgn0037638","Exon (FBtr0305295/FBgn0262614, exon 6 of 13)"
"chr3R",8836934,8837663,4.62827,"FBgn0262614","Exon (FBtr0305302/FBgn0262614, exon 7 of 7)"
"chr3R",8838395,8840616,14.4932,"FBgn0262614","Exon (FBtr0305295/FBgn0262614, exon 4 of 13)"
"chr3R",8841307,8842117,4.25874,"FBgn0262614","Intron (FBtr0305295/FBgn0262614, intron 3 of 12)"
"chr3R",8842463,8843296,3.90907,"FBgn0262614","Exon (FBtr0305295/FBgn0262614, exon 3 of 13)"
"chr3R",8843726,8844138,2.19113,"FBgn0262614","Intron (FBtr0305295/FBgn0262614, intron 2 of 12)"
"chr3R",8844662,8846504,46.161,"FBgn0262614","Promoter"
"chr3R",8849028,8850208,15.6699,"FBgn0262614","Intron (FBtr0310205/FBgn0262614, intron 2 of 13)"
"chr3R",8851845,8855190,12.256,"FBgn0262614","Intron (FBtr0310205/FBgn0262614, intron 2 of 13)"
"chr3R",8856998,8858579,20.6891,"FBgn0262614","Promoter"
"chr3R",8860460,8860978,5.58965,"FBgn0011966","Promoter"
"chr3R",8861379,8863105,65.2604,"FBgn0011966","Promoter"
"chr3R",8875328,8875736,1.86167,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 2 of 13)"
"chr3R",8877340,8877924,2.30975,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 2 of 13)"
"chr3R",8878418,8879597,8.51876,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 2 of 13)"
"chr3R",8879984,8880456,3.45822,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 2 of 13)"
"chr3R",8882859,8883512,5.14608,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 1 of 13)"
"chr3R",8892424,8892985,5.07054,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 1 of 13)"
"chr3R",8896539,8897271,4.03663,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 1 of 13)"
"chr3R",8899068,8900526,6.04201,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 1 of 13)"
"chr3R",8901449,8901813,4.1339,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 1 of 13)"
"chr3R",8902307,8902989,9.44679,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 1 of 13)"
"chr3R",8926595,8928362,3.88157,"FBgn0262614","Intron (FBtr0305301/FBgn0262614, intron 1 of 13)"
"chr3R",8930508,8931973,30.6049,"FBgn0262614","Promoter"
"chr3R",8938744,8940081,21.7808,"FBgn0037643","Promoter"
"chr3R",8943518,8943863,2.64761,"FBgn0037644","Exon (FBtr0082015/FBgn0037644, exon 2 of 4)"
"chr3R",8944475,8944845,1.34454,"FBgn0037644","Promoter"
"chr3R",8945909,8950265,72.8008,"FBgn0037644","Promoter"
"chr3R",8951483,8962009,63.6496,"FBgn0037645","5' UTR"
"chr3R",8962654,8963270,33.579,"FBgn0037645","Promoter"
"chr3R",8969087,8970074,14.3388,"FBgn0037645","Distal Intergenic"
"chr3R",8971490,8973039,9.78872,"FBgn0037646","Distal Intergenic"
"chr3R",8976245,8976716,3.49316,"FBgn0037646","Distal Intergenic"
"chr3R",8977156,8977759,2.79359,"FBgn0037646","Distal Intergenic"
"chr3R",8978286,8979317,6.16245,"FBgn0037646","Distal Intergenic"
"chr3R",8985028,8986141,12.1796,"FBgn0027503","Promoter"
"chr3R",8991928,8992794,4.96811,"FBgn0260243","Promoter"
"chr3R",8993318,8994478,10.1865,"FBgn0037648","Promoter"
"chr3R",8995745,8996091,2.30344,"FBgn0037650","Exon (FBtr0082011/FBgn0051100, exon 6 of 7)"
"chr3R",8999997,9002105,15.9755,"FBgn0051100","Promoter"
"chr3R",9004227,9006155,22.9053,"FBgn0026380","Promoter"
"chr3R",9006595,9007826,6.64714,"FBgn0037653","Promoter"
"chr3R",9011071,9011990,4.0258,"FBgn0037655","Exon (FBtr0300745/FBgn0037655, exon 5 of 7)"
"chr3R",9012832,9015155,20.202,"FBgn0037655","Promoter"
"chr3R",9015735,9020017,41.7736,"FBgn0264075","Promoter"
"chr3R",9031727,9032203,13.312,"FBgn0002932","Intron (FBtr0082003/FBgn0002932, intron 1 of 2)"
"chr3R",9033258,9033804,16.4953,"FBgn0002932","Promoter"
"chr3R",9039892,9041255,2.80185,"FBgn0037657","Promoter"
"chr3R",9046497,9047851,27.3625,"FBgn0014018","Promoter"
"chr3R",9048685,9049045,2.08203,"FBgn0010222","Promoter"
"chr3R",9051260,9052011,8.41161,"FBgn0028708","Promoter"
"chr3R",9052454,9054437,31.1916,"FBgn0037659","Promoter"
"chr3R",9056039,9056489,9.7631,"FBgn0037659","Intron (FBtr0300691/FBgn0037659, intron 2 of 5)"
"chr3R",9063785,9065047,11.753,"FBgn0037660","Promoter"
"chr3R",9065436,9066212,7.34385,"FBgn0037661","Promoter"
"chr3R",9068152,9078077,39.5277,"FBgn0037661","3' UTR"
"chr3R",9079429,9093270,25.5965,"FBgn0037661","Exon (FBtr0333668/FBgn0003165, exon 2 of 6)"
"chr3R",9093814,9095145,5.17565,"FBgn0037661","Intron (FBtr0333668/FBgn0003165, intron 1 of 5)"
"chr3R",9095552,9101405,19.2967,"FBgn0037661","Exon (FBtr0081994/FBgn0003165, exon 2 of 7)"
"chr3R",9101996,9130675,27.1506,"FBgn0003165","Intron (FBtr0333668/FBgn0003165, intron 1 of 5)"
"chr3R",9131195,9136233,20.9285,"FBgn0003165","Intron (FBtr0333668/FBgn0003165, intron 1 of 5)"
"chr3R",9136714,9139318,32.5274,"FBgn0003165","Intron (FBtr0333668/FBgn0003165, intron 1 of 5)"
"chr3R",9140785,9149009,47.7877,"FBgn0003165","Exon (FBtr0305197/FBgn0003165, exon 2 of 7)"
"chr3R",9149384,9150050,23.1451,"FBgn0003165","Intron (FBtr0333668/FBgn0003165, intron 1 of 5)"
"chr3R",9150474,9151030,18.6667,"FBgn0003165","Intron (FBtr0333668/FBgn0003165, intron 1 of 5)"
"chr3R",9151544,9156515,14.2397,"FBgn0003165","Intron (FBtr0333668/FBgn0003165, intron 1 of 5)"
"chr3R",9156950,9158076,42.5098,"FBgn0003165","Promoter"
"chr3R",9226444,9227096,7.65519,"FBgn0003165","Promoter"
"chr3R",9235703,9236778,4.73561,"FBgn0003165","Promoter"
"chr3R",9238561,9239096,2.88442,"FBgn0003165","Promoter"
"chr3R",9239436,9240032,5.87158,"FBgn0000412","Promoter"
"chr3R",9246862,9252931,191.592,"FBgn0037664","Promoter"
"chr3R",9260712,9262232,5.92631,"FBgn0037671","Promoter"
"chr3R",9266269,9266875,7.91065,"FBgn0010803","Promoter"
"chr3R",9278956,9279867,8.85264,"FBgn0285911","Distal Intergenic"
"chr3R",9280211,9281532,7.59324,"FBgn0285911","Distal Intergenic"
"chr3R",9282804,9283905,15.7136,"FBgn0285911","Distal Intergenic"
"chr3R",9333141,9333885,3.00085,"FBgn0037679","Promoter"
"chr3R",9341771,9348920,103.174,"FBgn0266410","Promoter"
"chr3R",9349394,9353209,20.2843,"FBgn0086053","Intron (FBtr0344364/FBgn0266410, intron 1 of 4)"
"chr3R",9353571,9358920,19.2796,"FBgn0086053","Promoter"
"chr3R",9360341,9360689,6.72715,"FBgn0037683","3' UTR"
"chr3R",9363595,9364033,2.3364,"FBgn0037683","Promoter"
"chr3R",9366581,9367180,2.86421,"FBgn0037684","Promoter"
"chr3R",9371098,9371628,3.48552,"FBgn0000723","Promoter"
"chr3R",9373368,9374057,3.50209,"FBgn0000723","Promoter"
"chr3R",9377048,9377515,3.4532,"FBgn0000723","Intron (FBtr0082051/FBgn0000723, intron 3 of 12)"
"chr3R",9377857,9378619,1.56968,"FBgn0000723","Intron (FBtr0082051/FBgn0000723, intron 3 of 12)"
"chr3R",9379227,9381732,10.1923,"FBgn0000723","Intron (FBtr0082051/FBgn0000723, intron 3 of 12)"
"chr3R",9392734,9394618,39.6267,"FBgn0000723","Promoter"
"chr3R",9399286,9401230,34.5547,"FBgn0037686","Promoter"
"chr3R",9401917,9402961,5.61121,"FBgn0037687","Promoter"
"chr3R",9403306,9403911,2.79811,"FBgn0037688","Promoter"
"chr3R",9404387,9405008,3.55425,"FBgn0260237","Promoter"
"chr3R",9417925,9419833,16.5522,"FBgn0261552","Promoter"
"chr3R",9435521,9436047,3.75678,"FBgn0261552","Promoter"
"chr3R",9436801,9437555,5.02877,"FBgn0261552","Promoter"
"chr3R",9497464,9498110,3.54061,"FBgn0014380","Promoter"
