"seqnames","start","end","V6","geneId"
"chr3L",7976669,7977476,9.07824,"FBgn0035830"
"chr3L",7977962,7978471,12.1389,"FBgn0035831"
"chr3L",7979025,7980914,52.0762,"FBgn0011817"
"chr3L",8055767,8056373,13.4408,"FBgn0267527"
"chr3L",8057172,8058049,17.3316,"FBgn0267528"
"chr3L",8059548,8060984,78.0359,"FBgn0052358"
"chr3L",8063822,8064530,25.1454,"FBgn0262579"
"chr3L",8065103,8067044,73.0838,"FBgn0052361"
"chr3L",8067649,8068312,2.78147,"FBgn0052363"
"chr3L",8073186,8073719,4.60033,"FBgn0262579"
"chr3L",8074453,8075937,4.4503,"FBgn0262579"
"chr3L",8078167,8079907,8.84353,"FBgn0262579"
"chr3L",8091278,8091663,3.14063,"FBgn0035833"
"chr3L",8110478,8111065,1.71928,"FBgn0262442"
"chr3L",8114257,8116858,8.37886,"FBgn0026252"
"chr3L",8127030,8129177,20.7291,"FBgn0010350"
"chr3L",8149955,8152019,43.0327,"FBgn0035844"
"chr3L",8175949,8177346,4.17866,"FBgn0040290"
"chr3L",8186104,8186605,4.11223,"FBgn0035849"
"chr3L",8187074,8188437,2.68757,"FBgn0035850"
"chr3L",8195255,8197795,7.21844,"FBgn0035853"
"chr3L",8233803,8238272,9.48164,"FBgn0263219"
"chr3L",8283776,8285666,12.4025,"FBgn0027569"
"chr3L",8293710,8295497,10.302,"FBgn0035865"
"chr3L",8299061,8299715,2.83963,"FBgn0035866"
"chr3L",8313966,8315485,22.3086,"FBgn0035872"
"chr3L",8345042,8346122,4.66022,"FBgn0035878"
"chr3L",8353100,8353903,2.44777,"FBgn0263553"
"chr3L",8355256,8361315,94.3828,"FBgn0001248"
"chr3L",8372263,8375353,56.0257,"FBgn0001253"
"chr3L",8388856,8390685,11.8508,"FBgn0035886"
"chr3L",8391534,8391986,4.41199,"FBgn0035886"
"chr3L",8404058,8405150,7.0852,"FBgn0035889"
"chr3L",8425015,8425875,5.17903,"FBgn0020224"
"chr3L",8440841,8442411,13.5791,"FBgn0263352"
"chr3L",8449870,8451205,14.8681,"FBgn0010825"
"chr3L",8505947,8507229,28.5723,"FBgn0262719"
"chr3L",8507652,8508440,7.07093,"FBgn0262719"
"chr3L",8509113,8509668,6.82732,"FBgn0035900"
"chr3L",8518885,8520974,24.5337,"FBgn0035904"
"chr3L",8522544,8523502,15.7255,"FBgn0035906"
"chr3L",8525271,8526130,8.45382,"FBgn0024236"
"chr3L",8528571,8529835,14.0248,"FBgn0024236"
"chr3L",8534995,8538599,25.4954,"FBgn0035909"
"chr3L",8545298,8545713,1.62282,"FBgn0260442"
"chr3L",8546285,8547277,20.5083,"FBgn0260442"
"chr3L",8559877,8560252,2.32968,"FBgn0260442"
"chr3L",8568004,8568481,2.77625,"FBgn0264511"
"chr3L",8574794,8575521,4.02526,"FBgn0035911"
"chr3L",8599927,8604070,44.7772,"FBgn0017430"
"chr3L",8622659,8623517,2.68013,"FBgn0035916"
"chr3L",8633575,8634005,5.13728,"FBgn0035918"
"chr3L",8675541,8678684,40.5586,"FBgn0001168"
"chr3L",8718895,8720761,19.5092,"FBgn0011509"
"chr3L",8766351,8767847,55.9276,"FBgn0266084"
"chr3L",8827396,8829289,52.3135,"FBgn0263930"
"chr3L",8912465,8913446,27.4734,"FBgn0035936"
"chr3L",8954986,8955411,2.77587,"FBgn0040321"
"chr3L",8956820,8958068,12.6955,"FBgn0011787"
"chr3L",8966989,8968045,12.83,"FBgn0035944"
"chr3L",8968527,8969656,8.98785,"FBgn0035945"
"chr3L",8973428,8974710,11.8695,"FBgn0086706"
"chr3L",8975097,8978899,43.7549,"FBgn0035947"
"chr3L",8984870,8986320,66.7971,"FBgn0263199"
"chr3L",8986705,8987168,5.72816,"FBgn0035951"
"chr3L",8996220,8999390,10.5791,"FBgn0016070"
"chr3L",9048287,9057961,47.1746,"FBgn0000116"
"chr3L",9070787,9072673,6.30866,"FBgn0035959"
"chr3L",9134708,9135814,26.3407,"FBgn0035964"
"chr3L",9335568,9338230,12.984,"FBgn0035975"
"chr3L",9339156,9339822,5.54353,"FBgn0035976"
"chr3L",9340356,9340927,16.6441,"FBgn0035976"
"chr3L",9349228,9349939,14.0448,"FBgn0035977"
"chr3L",9367464,9368305,5.51857,"FBgn0035981"
"chr3L",9369733,9370752,8.9415,"FBgn0011769"
"chr3L",9371811,9372526,5.45792,"FBgn0001229"
"chr3L",9376513,9377522,56.6399,"FBgn0001225"
"chr3L",9377906,9380727,56.2256,"FBgn0001227"
"chr3L",9381532,9382861,127.669,"FBgn0001224"
"chr3L",9383349,9385568,185.64,"FBgn0001226"
"chr3L",9398504,9399235,16.8538,"FBgn0035983"
"chr3L",9399665,9402407,10.2228,"FBgn0015218"
"chr3L",9410613,9412828,18.8713,"FBgn0035986"
"chr3L",9418981,9420317,18.5566,"FBgn0035989"
"chr3L",9423138,9424456,29.4702,"FBgn0023129"
"chr3L",9425465,9429834,33.3544,"FBgn0005533"
"chr3L",9430364,9431253,10.4544,"FBgn0040305"
"chr3L",9440763,9442064,20.6305,"FBgn0035993"
"chr3L",9446940,9448090,15.561,"FBgn0035995"
"chr3L",9451917,9452601,5.69416,"FBgn0266124"
"chr3L",9453180,9458213,18.0495,"FBgn0035997"
"chr3L",9458581,9458987,2.25564,"FBgn0035999"
"chr3L",9461704,9462061,3.81804,"FBgn0266101"
"chr3L",9476444,9477901,7.6389,"FBgn0011327"
"chr3L",9486625,9487658,7.0852,"FBgn0036005"
"chr3L",9495445,9497566,11.7122,"FBgn0036007"
"chr3L",9502402,9505452,64.2411,"FBgn0036007"
"chr3L",9508494,9511560,49.8552,"FBgn0010408"
"chr3L",9547127,9548245,13.6639,"FBgn0261555"
"chr3L",9614863,9615358,33.816,"FBgn0267348"
"chr3L",9630219,9631651,2.34572,"FBgn0036020"
"chr3L",9693565,9694083,2.63941,"FBgn0267454"
"chr3L",9698351,9699516,10.4682,"FBgn0015321"
"chr3L",9704580,9706141,9.94713,"FBgn0036032"
"chr3L",9712813,9713779,19.4817,"FBgn0040475"
"chr3L",9714362,9715072,24.5134,"FBgn0045823"
"chr3L",9715644,9718882,22.0112,"FBgn0065081"
"chr3L",9725938,9726647,4.92237,"FBgn0036039"
"chr3L",9730067,9732182,5.93536,"FBgn0019644"
"chr3L",9733488,9733868,7.85248,"FBgn0036040"
"chr3L",9743220,9744128,17.1794,"FBgn0259163"
"chr3L",9763488,9765884,22.7367,"FBgn0036043"
"chr3L",9836275,9836680,4.50805,"FBgn0028429"
"chr3L",9837376,9837765,2.72509,"FBgn0028429"
"chr3L",9838109,9838485,4.69634,"FBgn0015618"
"chr3L",9854097,9855289,11.282,"FBgn0004390"
"chr3L",9858650,9859506,3.68656,"FBgn0036052"
"chr3L",9864765,9865513,5.21878,"FBgn0027567"
"chr3L",9888088,9890508,28.3609,"FBgn0011836"
"chr3L",9897676,9898516,10.1051,"FBgn0036058"
"chr3L",9899049,9899672,2.17809,"FBgn0036059"
"chr3L",9968489,9969421,19.675,"FBgn0026404"
"chr3L",9971231,9971973,9.30488,"FBgn0036063"
"chr3L",9972902,9973613,2.87249,"FBgn0263251"
"chr3L",9974236,9974607,4.45662,"FBgn0040823"
"chr3L",10190366,10203047,109.036,"FBgn0000451"
"chr3L",10204636,10205147,9.84959,"FBgn0265731"
"chr3L",10206098,10207211,6.47896,"FBgn0265731"
"chr3L",10223853,10224263,3.99801,"FBgn0052056"
"chr3L",10224605,10225248,21.4641,"FBgn0052056"
"chr3L",10331725,10332771,18.898,"FBgn0267668"
"chr3L",10361728,10364205,22.1747,"FBgn0267668"
"chr3L",10364857,10367282,12.7038,"FBgn0266076"
"chr3L",10515962,10516924,24.5055,"FBgn0052062"
"chr3L",10631857,10632224,5.10188,"FBgn0001179"
"chr3L",10637190,10637627,3.82802,"FBgn0000629"
"chr3L",10638250,10638741,4.63986,"FBgn0036090"
"chr3L",10660372,10661036,16.801,"FBgn0052066"
"chr3L",10661546,10662582,12.9403,"FBgn0036096"
"chr3L",10664697,10666555,31.2568,"FBgn0010762"
"chr3L",10691144,10691869,8.87117,"FBgn0036099"
"chr3L",10692707,10693961,5.54566,"FBgn0053493"
"chr3L",10694539,10695819,13.354,"FBgn0047038"
"chr3L",10696595,10697066,45.4425,"FBgn0036101"
"chr3L",10857714,10859057,55.9326,"FBgn0026160"
"chr3L",10869047,10869402,2.09108,"FBgn0026160"
"chr3L",10870069,10870912,6.5392,"FBgn0026160"
"chr3L",10878330,10878885,2.80836,"FBgn0036104"
"chr3L",10884466,10885695,1.71898,"FBgn0027615"
"chr3L",10897922,10899090,14.3034,"FBgn0036111"
"chr3L",11047444,11047781,1.59552,"FBgn0263776"
"chr3L",11061615,11062547,27.0761,"FBgn0036118"
"chr3L",11070356,11072027,21.4218,"FBgn0263241"
"chr3L",11073743,11074318,4.25546,"FBgn0010741"
"chr3L",11090794,11091327,6.42082,"FBgn0020412"
"chr3L",11092129,11092907,5.75775,"FBgn0020412"
"chr3L",11110062,11110814,10.5107,"FBgn0036133"
"chr3L",11112304,11113703,21.0237,"FBgn0003462"
"chr3L",11119517,11120338,6.31004,"FBgn0036134"
"chr3L",11120691,11123074,15.0726,"FBgn0036134"
"chr3L",11135988,11136510,13.0256,"FBgn0052082"
"chr3L",11165034,11165690,2.82674,"FBgn0052076"
"chr3L",11169046,11169601,18.5106,"FBgn0036141"
"chr3L",11206612,11207560,2.7933,"FBgn0036147"
"chr3L",11208768,11210404,5.89742,"FBgn0061469"
"chr3L",11210956,11211673,7.26458,"FBgn0064766"
"chr3L",11214702,11216248,47.0046,"FBgn0261553"
"chr3L",11252122,11255360,60.8352,"FBgn0041094"
"chr3L",11293446,11296110,39.0563,"FBgn0036152"
"chr3L",11325756,11326451,5.53443,"FBgn0265934"
"chr3L",11364568,11364952,4.02934,"FBgn0036155"
"chr3L",11487505,11488609,27.8479,"FBgn0036165"
"chr3L",11493501,11494804,16.4501,"FBgn0036165"
"chr3L",11512357,11513066,13.2,"FBgn0003373"
"chr3L",11513670,11516400,5.18246,"FBgn0036168"
"chr3L",11519289,11520848,9.78872,"FBgn0285958"
"chr3L",11533913,11534805,3.48221,"FBgn0259481"
"chr3L",11551619,11553284,37.1845,"FBgn0259481"
"chr3L",11560990,11562081,3.74369,"FBgn0036173"
"chr3L",11585340,11588121,28.1842,"FBgn0003292"
"chr3L",11608356,11609189,9.3546,"FBgn0036180"
"chr3L",11623079,11623737,13.5791,"FBgn0086254"
"chr3L",11628090,11628547,5.08478,"FBgn0042138"
"chr3L",11629014,11629474,6.1521,"FBgn0263632"
"chr3L",11631355,11631753,12.0379,"FBgn0052091"
"chr3L",11634185,11635083,4.95989,"FBgn0266651"
"chr3L",11682212,11683430,6.97131,"FBgn0015828"
"chr3L",11684140,11684856,13.6769,"FBgn0036191"
"chr3L",11695843,11696795,10.4297,"FBgn0036194"
"chr3L",11708164,11708596,25.4786,"FBgn0036196"
"chr3L",11709036,11715738,64.1632,"FBgn0036198"
"chr3L",11776985,11780347,23.8939,"FBgn0036205"
"chr3L",11787388,11789097,4.11787,"FBgn0015278"
"chr3L",11795694,11796139,2.51586,"FBgn0004381"
"chr3L",11820481,11822035,18.5601,"FBgn0036211"
"chr3L",11822844,11825340,63.0732,"FBgn0036213"
"chr3L",11832728,11833288,8.46068,"FBgn0000404"
"chr3L",11991486,11992860,16.7589,"FBgn0036237"
"chr3L",11997686,11999012,38.9758,"FBgn0026432"
"chr3L",12001742,12003135,13.233,"FBgn0036239"
"chr3L",12003484,12003882,7.34706,"FBgn0036240"
"chr3L",12026902,12028017,16.1105,"FBgn0264726"
"chr3L",12056171,12056515,23.4243,"FBgn0041096"
"chr3L",12080490,12081912,41.3757,"FBgn0284221"
"chr3L",12118305,12118849,11.2089,"FBgn0036248"
"chr3L",12120282,12121032,8.36053,"FBgn0036249"
"chr3L",12124311,12125115,15.4766,"FBgn0022959"
"chr3L",12132109,12133594,6.56834,"FBgn0046296"
"chr3L",12137163,12138350,14.7063,"FBgn0011455"
"chr3L",12143631,12145993,2.42021,"FBgn0036258"
"chr3L",12146561,12147423,10.9052,"FBgn0013997"
"chr3L",12179594,12185659,44.6991,"FBgn0027843"
"chr3L",12203360,12203918,6.24774,"FBgn0022709"
"chr3L",12266169,12266820,15.3606,"FBgn0260941"
"chr3L",12267801,12269011,2.49795,"FBgn0052100"
"chr3L",12270390,12271084,4.82152,"FBgn0036271"
"chr3L",12276346,12277223,9.28714,"FBgn0036272"
"chr3L",12380521,12381461,4.9338,"FBgn0267474"
"chr3L",12386162,12387879,12.9882,"FBgn0036279"
"chr3L",12388512,12389083,5.91025,"FBgn0036279"
"chr3L",12390184,12391499,24.8024,"FBgn0036279"
"chr3L",12401367,12401961,2.57273,"FBgn0036282"
"chr3L",12403984,12410648,52.2442,"FBgn0052103"
"chr3L",12413054,12417502,29.7998,"FBgn0052103"
"chr3L",12471804,12474232,19.3341,"FBgn0036286"
"chr3L",12484529,12485125,13.5928,"FBgn0036287"
"chr3L",12490402,12490977,1.66518,"FBgn0036288"
"chr3L",12494454,12497449,42.0433,"FBgn0036289"
"chr3L",12501776,12503478,8.02104,"FBgn0036291"
"chr3L",12504393,12505155,6.35715,"FBgn0264848"
"chr3L",12514558,12518139,23.8709,"FBgn0002466"
"chr3L",12523046,12524015,6.1869,"FBgn0020388"
"chr3L",12524357,12527023,27.5439,"FBgn0004926"
"chr3L",12527665,12530379,21.2815,"FBgn0036298"
"chr3L",12530732,12531635,5.47868,"FBgn0036298"
"chr3L",12532324,12533703,8.96522,"FBgn0036299"
"chr3L",12534743,12536026,2.91774,"FBgn0036300"
"chr3L",12571577,12572540,2.88442,"FBgn0036302"
"chr3L",12580702,12581155,4.97981,"FBgn0015904"
"chr3L",12627861,12628230,37.9411,"FBgn0052111"
"chr3L",12661236,12662734,6.11995,"FBgn0265745"
"chr3L",12691942,12692810,3.12797,"FBgn0014343"
"chr3L",12693170,12699463,25.3668,"FBgn0014343"
"chr3L",12745880,12746425,2.53985,"FBgn0052109"
"chr3L",12751353,12752799,2.62854,"FBgn0036305"
"chr3L",12753738,12754188,3.47443,"FBgn0036306"
"chr3L",12789531,12790618,8.73746,"FBgn0261674"
"chr3L",12804366,12805114,14.3984,"FBgn0260945"
"chr3L",12805978,12806483,16.6013,"FBgn0262714"
"chr3L",12806907,12807739,7.64742,"FBgn0262714"
"chr3L",12813186,12813866,7.25375,"FBgn0036314"
"chr3L",12814481,12815155,55.1497,"FBgn0260965"
"chr3L",12850722,12851685,14.1809,"FBgn0036318"
"chr3L",12893359,12893741,2.32968,"FBgn0036323"
"chr3L",13012804,13015097,4.55566,"FBgn0036333"
"chr3L",13016090,13017683,17.5714,"FBgn0036334"
"chr3L",13021679,13022670,17.2263,"FBgn0036337"
"chr3L",13023311,13025724,37.4021,"FBgn0086078"
"chr3L",13028615,13036403,101.079,"FBgn0083978"
"chr3L",13036744,13039777,15.8363,"FBgn0036340"
"chr3L",13041759,13045536,39.6692,"FBgn0011284"
"chr3L",13211199,13211668,9.01812,"FBgn0052128"
"chr3L",13212362,13212934,3.45937,"FBgn0052126"
"chr3L",13382342,13383824,10.8774,"FBgn0001256"
"chr3L",13386935,13387809,10.5976,"FBgn0036353"
"chr3L",13400771,13401596,8.87117,"FBgn0002573"
"chr3L",13412846,13413582,23.0571,"FBgn0260049"
"chr3L",13449490,13450263,9.9287,"FBgn0036366"
"chr3L",13450746,13451350,7.26521,"FBgn0036368"
"chr3L",13474501,13474847,6.07795,"FBgn0036369"
"chr3L",13476468,13478814,90.733,"FBgn0086708"
"chr3L",13479194,13479827,1.31883,"FBgn0086708"
"chr3L",13480292,13480705,19.8239,"FBgn0086708"
"chr3L",13481302,13481823,2.56449,"FBgn0086708"
"chr3L",13484068,13486277,19.0465,"FBgn0036372"
"chr3L",13486866,13487910,29.8548,"FBgn0036373"
"chr3L",13493760,13496226,112.271,"FBgn0036373"
"chr3L",13500504,13502232,20.1941,"FBgn0036374"
"chr3L",13503137,13504595,12.1433,"FBgn0036374"
"chr3L",13513925,13515389,3.41075,"FBgn0036376"
"chr3L",13919384,13919966,3.76846,"FBgn0026376"
"chr3L",13921612,13922394,10.0826,"FBgn0026376"
"chr3L",13924155,13925499,28.0583,"FBgn0026376"
"chr3L",13929576,13931003,21.6868,"FBgn0001108"
"chr3L",13939178,13941353,33.2808,"FBgn0052137"
"chr3L",13962827,13964654,2.50755,"FBgn0025874"
"chr3L",13965203,13965845,10.8166,"FBgn0036389"
"chr3L",13994242,13996621,11.9207,"FBgn0250848"
"chr3L",14000673,14001186,3.84906,"FBgn0036397"
"chr3L",14002124,14003298,12.3893,"FBgn0036398"
"chr3L",14028613,14029071,6.66026,"FBgn0052133"
"chr3L",14029792,14030337,2.17763,"FBgn0052133"
"chr3L",14030680,14031625,12.0052,"FBgn0036402"
"chr3L",14032314,14032754,4.84803,"FBgn0036402"
"chr3L",14037066,14038276,15.0838,"FBgn0026418"
"chr3L",14051303,14054217,38.4015,"FBgn0036406"
"chr3L",14071952,14072477,6.00568,"FBgn0013563"
"chr3L",14076736,14077479,36.9256,"FBgn0285896"
"chr3L",14082291,14082770,3.18739,"FBgn0036410"
"chr3L",14190783,14191611,54.9042,"FBgn0013718"
"chr3L",14205354,14206098,20.7162,"FBgn0013718"
"chr3L",14233852,14234204,4.445,"FBgn0036416"
"chr3L",14274272,14275767,37.1167,"FBgn0001085"
"chr3L",14419966,14422673,17.1146,"FBgn0267696"
"chr3L",14423179,14424227,15.7623,"FBgn0267695"
"chr3L",14424947,14426129,10.6305,"FBgn0267695"
"chr3L",14426520,14427545,32.2848,"FBgn0087007"
"chr3L",14476616,14476954,2.78132,"FBgn0087007"
"chr3L",14537697,14539045,19.9507,"FBgn0026409"
"chr3L",14549922,14551075,58.0288,"FBgn0036428"
"chr3L",14622787,14623350,4.81341,"FBgn0036433"
"chr3L",14632580,14633469,35.7395,"FBgn0041604"
"chr3L",14673869,14678624,74.2716,"FBgn0011927"
"chr3L",14706619,14707684,26.6323,"FBgn0259175"
"chr3L",14752939,14757986,23.516,"FBgn0013263"
"chr3L",14759279,14760569,16.4785,"FBgn0013263"
"chr3L",14775131,14775733,2.13461,"FBgn0036448"
"chr3L",14785154,14786393,17.7037,"FBgn0036449"
"chr3L",14786843,14789100,17.6414,"FBgn0036450"
"chr3L",14801491,14802072,7.47312,"FBgn0029148"
"chr3L",14983189,14983736,2.93218,"FBgn0036460"
"chr3L",14987013,14988450,13.4723,"FBgn0002778"
"chr3L",15000025,15001452,15.5243,"FBgn0023174"
"chr3L",15079336,15079824,3.33815,"FBgn0086690"
"chr3L",15093824,15094746,18.8168,"FBgn0036476"
"chr3L",15095168,15097575,10.378,"FBgn0027088"
"chr3L",15104157,15106284,41.5266,"FBgn0266441"
"chr3L",15106968,15109127,12.6289,"FBgn0264702"
"chr3L",15109687,15110113,2.13507,"FBgn0264702"
"chr3L",15125063,15125686,12.8177,"FBgn0036481"
"chr3L",15135644,15136688,10.1028,"FBgn0036483"
"chr3L",15137692,15142829,426.938,"FBgn0014002"
"chr3L",15143312,15144042,7.20486,"FBgn0266946"
"chr3L",15144432,15145896,10.9802,"FBgn0036484"
"chr3L",15159333,15161223,4.45463,"FBgn0036487"
"chr3L",15161740,15163508,8.38116,"FBgn0036488"
"chr3L",15235545,15237374,49.1327,"FBgn0029114"
"chr3L",15500988,15501541,3.01581,"FBgn0036501"
"chr3L",15510941,15511707,10.2655,"FBgn0000565"
"chr3L",15512461,15513354,2.91998,"FBgn0000565"
"chr3L",15534169,15534540,5.42871,"FBgn0004396"
"chr3L",15535320,15545498,39.5496,"FBgn0004396"
"chr3L",15553492,15554680,16.0223,"FBgn0087035"
"chr3L",15556899,15557932,62.8435,"FBgn0087035"
"chr3L",15562099,15562968,2.73518,"FBgn0036509"
"chr3L",15566333,15566676,6.64542,"FBgn0267390"
"chr3L",15576857,15578507,7.81372,"FBgn0036512"
"chr3L",15579028,15580312,11.2532,"FBgn0261109"
"chr3L",15583685,15584373,5.65916,"FBgn0036515"
"chr3L",15586991,15587817,8.12982,"FBgn0036516"
"chr3L",15588828,15590118,31.8053,"FBgn0036518"
"chr3L",15609454,15610242,22.7128,"FBgn0036519"
"chr3L",15620003,15620850,7.54866,"FBgn0036522"
"chr3L",15697983,15699994,45.226,"FBgn0041160"
"chr3L",15727121,15728498,35.2067,"FBgn0010105"
"chr3L",15809554,15809897,4.08611,"FBgn0036532"
"chr3L",15815722,15816400,8.05484,"FBgn0261722"
"chr3L",15817302,15817861,2.42275,"FBgn0015025"
"chr3L",15825398,15826391,5.87467,"FBgn0036534"
"chr3L",15834661,15835409,13.6031,"FBgn0036537"
"chr3L",15836706,15837235,9.01812,"FBgn0036538"
"chr3L",15955490,15956119,5.43653,"FBgn0036545"
"chr3L",15957257,15957841,7.0526,"FBgn0283649"
"chr3L",15959758,15960269,3.51958,"FBgn0036547"
"chr3L",15966277,15967722,9.88498,"FBgn0263599"
"chr3L",15974239,15974767,3.38745,"FBgn0036550"
"chr3L",15981256,15981610,2.5765,"FBgn0036553"
"chr3L",15982116,15985235,15.3937,"FBgn0000115"
"chr3L",15988339,15989178,5.89039,"FBgn0259824"
"chr3L",16005386,16007479,8.6939,"FBgn0036557"
"chr3L",16011028,16011757,12.1059,"FBgn0263601"
"chr3L",16022840,16023756,31.4882,"FBgn0044028"
"chr3L",16024286,16025771,3.73182,"FBgn0044028"
"chr3L",16037528,16047316,49.5986,"FBgn0260635"
"chr3L",16048253,16048649,3.26366,"FBgn0264602"
"chr3L",16051931,16052573,31.5057,"FBgn0005536"
"chr3L",16086933,16087525,7.42245,"FBgn0263602"
"chr3L",16090548,16091724,9.14119,"FBgn0036566"
"chr3L",16096292,16096924,3.61819,"FBgn0036567"
"chr3L",16104812,16105156,3.72176,"FBgn0036570"
"chr3L",16110549,16112359,28.2716,"FBgn0263603"
"chr3L",16113235,16114790,19.1593,"FBgn0010280"
"chr3L",16129486,16131652,120.731,"FBgn0011016"
"chr3L",16140421,16144665,26.1898,"FBgn0036576"
"chr3L",16145097,16149077,32.5491,"FBgn0036576"
"chr3L",16149509,16152543,10.8517,"FBgn0036576"
"chr3L",16163105,16164669,24.5988,"FBgn0036576"
"chr3L",16229470,16231881,10.2684,"FBgn0036580"
"chr3L",16268616,16269752,7.29344,"FBgn0036588"
"chr3L",16270278,16270819,5.21746,"FBgn0085277"
"chr3L",16271259,16271847,10.5576,"FBgn0036589"
"chr3L",16281376,16282446,10.153,"FBgn0036592"
"chr3L",16285865,16286512,6.52928,"FBgn0036594"
"chr3L",16287788,16288479,3.59428,"FBgn0036595"
"chr3L",16299458,16301095,279.183,"FBgn0036598"
"chr3L",16302614,16303516,8.77868,"FBgn0036599"
"chr3L",16349341,16350212,23.5949,"FBgn0052357"
"chr3L",16377737,16378525,16.5407,"FBgn0036621"
"chr3L",16386608,16387307,5.34139,"FBgn0036624"
"chr3L",16407833,16408676,6.12542,"FBgn0014163"
"chr3L",16409042,16411827,30.3189,"FBgn0014163"
"chr3L",16418198,16419241,5.0626,"FBgn0027080"
"chr3L",16483097,16483742,23.4222,"FBgn0004569"
"chr3L",16574661,16576285,18.276,"FBgn0262732"
"chr3L",16580351,16581106,3.89379,"FBgn0036640"
"chr3L",16583217,16586843,16.5043,"FBgn0250814"
"chr3L",16588658,16590841,14.4327,"FBgn0002283"
"chr3L",16601761,16604236,7.54224,"FBgn0036646"
"chr3L",16608316,16610380,28.0341,"FBgn0036648"
"chr3L",16610858,16615434,18.8713,"FBgn0004465"
"chr3L",16646784,16647890,18.1242,"FBgn0000017"
"chr3L",16653589,16654109,24.7921,"FBgn0041721"
"chr3L",16660192,16661640,29.3855,"FBgn0260960"
"chr3L",16673061,16673434,3.17615,"FBgn0040512"
"chr3L",16709917,16710934,5.69416,"FBgn0063485"
"chr3L",16711287,16711690,13.0826,"FBgn0063485"
"chr3L",16779222,16779569,4.48584,"FBgn0036660"
"chr3L",16780185,16780889,11.3846,"FBgn0036661"
"chr3L",16783233,16786879,13.7459,"FBgn0036662"
"chr3L",16808486,16808848,3.80242,"FBgn0021768"
"chr3L",16811764,16812303,15.0423,"FBgn0036665"
"chr3L",16828942,16829327,2.11776,"FBgn0036665"
"chr3L",16829852,16830337,6.54285,"FBgn0036665"
"chr3L",16842581,16844956,20.3036,"FBgn0036667"
"chr3L",16845473,16845865,8.57713,"FBgn0036668"
"chr3L",16853829,16855643,12.9792,"FBgn0003410"
"chr3L",16856632,16857176,3.61812,"FBgn0003410"
"chr3L",16877312,16877675,3.10337,"FBgn0052170"
"chr3L",16891087,16891580,28.0355,"FBgn0261565"
"chr3L",16912118,16912482,1.56797,"FBgn0261565"
"chr3L",16916226,16917401,23.155,"FBgn0261565"
"chr3L",16927312,16936084,182.849,"FBgn0036677"
"chr3L",16955562,16956444,14.1839,"FBgn0010352"
"chr3L",16957427,16958750,7.6389,"FBgn0010352"
"chr3L",16973647,16975686,150.294,"FBgn0261547"
"chr3L",16976246,16977363,28.2949,"FBgn0261547"
"chr3L",16986536,16988031,20.3749,"FBgn0261547"
"chr3L",17002258,17002599,6.50379,"FBgn0036684"
"chr3L",17011304,17012517,18.2779,"FBgn0036684"
"chr3L",17013388,17014645,7.15319,"FBgn0036684"
"chr3L",17015168,17015994,8.69282,"FBgn0036685"
"chr3L",17024437,17026037,13.3566,"FBgn0036688"
"chr3L",17041722,17042489,2.79007,"FBgn0261872"
"chr3L",17042974,17044302,4.83599,"FBgn0036695"
"chr3L",17049473,17050725,22.0723,"FBgn0036697"
"chr3L",17051325,17052126,8.77834,"FBgn0036697"
"chr3L",17237760,17238389,17.9818,"FBgn0260943"
"chr3L",17238993,17239408,2.32968,"FBgn0260943"
"chr3L",17240959,17242025,9.09402,"FBgn0036702"
"chr3L",17339859,17340464,16.7351,"FBgn0052173"
"chr3L",17378243,17379587,35.1431,"FBgn0036715"
"chr3L",17400528,17400896,5.06262,"FBgn0026197"
"chr3L",17401247,17401839,3.77357,"FBgn0026197"
"chr3L",17403113,17403624,6.89599,"FBgn0027660"
"chr3L",17404149,17404873,6.19893,"FBgn0027660"
"chr3L",17420163,17421661,40.5595,"FBgn0027660"
"chr3L",17424671,17425095,4.04621,"FBgn0266669"
"chr3L",17425538,17427066,11.9904,"FBgn0040793"
"chr3L",17427662,17428589,5.26588,"FBgn0053052"
"chr3L",17432150,17433165,10.2972,"FBgn0042641"
"chr3L",17466165,17466828,12.2428,"FBgn0036726"
"chr3L",17475092,17475897,14.0078,"FBgn0036728"
"chr3L",17476302,17476826,5.23712,"FBgn0085279"
"chr3L",17486973,17489572,24.2074,"FBgn0036732"
"chr3L",17492755,17493995,6.25185,"FBgn0052185"
"chr3L",17495595,17496891,11.359,"FBgn0052185"
"chr3L",17512036,17513815,9.10797,"FBgn0036733"
"chr3L",17514279,17515786,17.128,"FBgn0036734"
"chr3L",17527685,17531147,11.1007,"FBgn0036735"
"chr3L",17533394,17534763,14.8082,"FBgn0259174"
"chr3L",17549976,17550627,5.44419,"FBgn0036738"
"chr3L",17554218,17554840,5.3799,"FBgn0025455"
"chr3L",17556429,17557735,13.6718,"FBgn0025455"
"chr3L",17566443,17567648,3.43906,"FBgn0086080"
"chr3L",17618867,17619401,36.0692,"FBgn0000567"
"chr3L",17620248,17620941,5.18212,"FBgn0036740"
"chr3L",17621861,17622650,5.43497,"FBgn0036741"
"chr3L",17630645,17631005,3.98711,"FBgn0265759"
"chr3L",17643144,17645077,74.0325,"FBgn0004401"
"chr3L",17653483,17654289,6.47719,"FBgn0052177"
"chr3L",17655346,17656202,4.54113,"FBgn0036745"
"chr3L",17667973,17669099,15.7564,"FBgn0065088"
"chr3L",17798166,17799572,8.66619,"FBgn0261998"
