Geneid,L3,L3,L3,APF0h,APF0h,APF0h
CG10433,0,0,0,0,0,0
asRNA:CR43243,0,0,0,0,0,0
CG15673,0,0,0,178,308,63
CG18870,262,130,1489,539,457,307
clt,0,0,1,690,185,302
PTP-ER,0,8,0,0,109,7
mahj,1,0,4,140,30,10
asRNA:CR42547,0,0,0,0,0,0
CG15674,0,0,22,0,0,0
CG10321,0,0,586,244,535,211
CG10082,0,104,0,106,19,15
CG30284,0,0,0,0,0,0
asRNA:CR43786,0,0,0,0,0,0
ND-B12,894,1579,1879,545,644,363
Rae1,404,448,1021,571,561,316
pirk,0,0,0,0,127,0
lncRNA:CR44748,0,0,0,0,0,0
CG42362,0,0,0,0,0,0
CG42363,0,0,0,0,0,0
CG42364,0,0,0,0,0,0
CG42365,0,1,0,158,285,121
PIG-M,0,0,0,0,0,0
CG42380,0,0,0,0,0,0
CG42379,0,0,0,0,0,0
CG42381,0,0,0,0,0,0
NC2alpha,512,58,695,38,80,115
CG15676,0,0,0,0,0,0
stum,0,0,0,0,0,0
eIF3k,2026,2687,322,1262,1335,1015
Tbp,310,2,1211,401,194,84
CG30285,0,0,494,0,8,0
CG10307,0,0,0,0,0,0
Tim10,0,0,0,0,0,0
CG42497,0,0,0,0,0,0
Ppcdc,0,0,0,0,0,0
CG42496,0,0,0,0,0,0
CngB,0,0,0,0,1,0
HmgZ,3266,7801,6935,2150,1886,1233
HmgD,5172,5038,4083,4121,4014,2526
lncRNA:CR44749,0,66,299,69,15,63
CG30403,133,0,0,0,33,13
Tango11,588,650,1789,880,524,462
CG30398,0,0,0,0,0,15
LBR,295,0,0,0,17,1
lncRNA:CR44750,0,0,0,0,0,0
Grx1t,0,0,0,0,0,0
lncRNA:CR43983,0,0,0,0,0,0
CG43982,0,0,0,0,0,0
lncRNA:CR43984,0,0,0,0,0,0
CG30395,0,0,0,0,0,0
CG4021,0,0,0,0,0,0
Loxl2,0,0,0,0,0,0
CG34204,0,0,0,0,0,0
CG18735,0,0,0,87,3,0
tpr,278,41,0,855,562,175
lncRNA:CR9284,0,0,0,0,0,0
CG13492,0,0,0,0,0,0
CG34040,0,0,0,0,0,0
CG4363,0,0,0,0,0,0
CG4377,0,0,0,0,0,0
CG4372,0,0,0,0,0,0
tRNA:Gly-TCC-2-1,0,0,0,0,0,0
tRNA:Gly-TCC-2-2,0,0,0,0,0,0
CG9294,0,0,0,0,0,0
comr,0,0,0,0,0,0
Fili,0,1,0,0,0,6
PpN58A,0,0,0,0,2,0
CG43742,0,0,0,0,0,0
CG13488,0,0,0,0,0,0
CG43405,0,0,0,0,0,0
CG13494,0,0,0,0,1,0
ppk9,0,0,0,0,0,0
CG34029,0,0,0,0,0,0
CG9304,0,1,63,174,504,495
Gr58c,0,0,0,0,0,0
Gr58b,0,0,0,0,0,0
Gr58a,0,0,0,0,0,0
dany,0,0,0,0,0,0
CG34370,0,0,0,0,0,0
CG9308,0,0,0,0,0,0
PpD5,0,0,0,0,0,0
CG13500,0,0,0,0,0,0
CG13501,0,0,0,0,0,0
Snp,288,329,0,592,368,77
CG44249,250,0,0,50,4,0
CG11475,0,0,0,0,16,0
CG11474,46,517,0,103,167,75
CG2921,249,0,0,162,166,24
GlcT,0,0,0,1,230,101
Synj,0,0,0,9,37,38
CG13502,0,0,0,0,0,0
CG43393,0,0,0,0,0,0
CG44163,0,0,0,0,0,0
CG11073,0,0,0,0,0,0
Plekhm1,0,0,1,123,29,32
Vrp1,0,26,0,110,409,112
CG30280,0,0,0,0,0,1
CG30281,0,0,0,0,0,2
mei-S332,51,0,0,54,16,35
GM130,0,0,0,253,791,361
NtR,144,0,0,1,476,35
CG34205,0,0,0,0,0,0
a,33,0,0,222,185,25
CG11269,0,0,0,0,0,0
gom,0,0,0,44,8,0
CG34206,0,0,0,3,78,6
CG3045,2,0,1,83,29,22
CG6758,0,29,0,46,20,10
asRNA:CR45151,0,0,0,0,0,0
CG11170,0,212,0,52,185,138
CG11275,504,2769,0,1002,533,664
MED16,67,0,1,18,50,76
Vps35,723,2,0,333,804,712
Swim,28,0,0,93,57,0
snoRNA:Or-CD1,0,0,0,4,0,3
asRNA:CR45376,93,0,0,0,0,0
Alp7,0,0,0,0,0,0
Alp2,0,0,0,0,0,0
Alp8,179,0,1,0,0,0
CG11291,0,0,0,0,0,0
ari-2,68,0,3,587,381,334
CG30278,0,0,0,0,0,0
Oatp58Da,0,0,0,0,0,0
Oatp58Db,0,0,0,0,0,0
Oatp58Dc,0,0,0,0,0,0
lncRNA:CR44755,0,0,0,0,0,0
dve,0,0,0,0,0,0
lncRNA:CR43422,0,0,0,0,0,0
CG5819,0,0,0,0,0,0
wdp,47,0,0,61,9,35
lncRNA:CR44758,0,0,0,0,0,0
Gp150,253,1892,1298,1150,3039,1732
lncRNA:CR44756,0,0,0,0,37,0
CG34207,0,0,0,0,0,0
T3dh,427,0,0,65,57,63
pgc,0,0,0,0,0,0
CG34208,0,0,0,0,0,0
Liprin-gamma,0,0,0,0,0,0
CG11298,0,0,0,0,0,0
lncRNA:CR44759,0,0,0,0,0,0
Rtf1,80,0,0,176,185,35
lncRNA:CR45327,0,0,0,0,0,0
wrapper,0,0,0,0,0,0
CG13506,0,0,0,116,73,32
lncRNA:CR44757,0,0,0,0,0,0
babos,654,702,108,1483,2333,1017
lncRNA:CR44760,0,0,0,0,0,0
CG6044,0,0,0,0,41,12
VepD,0,0,0,0,0,0
qkr58E-3,439,416,825,404,615,380
Mes4,28,301,258,63,65,25
qkr58E-1,8,9,84,398,220,156
qkr58E-2,647,18,34,319,253,196
asRNA:CR45152,0,0,0,0,0,0
mRpS29,1000,524,1,426,522,192
rad50,1124,0,0,19,8,48
CG10344,1,700,0,1,138,19
ppk12,0,0,0,0,0,0
CG10384,0,0,0,0,0,0
CG45062,0,0,0,0,0,0
CG45063,0,0,0,0,0,0
CG4752,0,0,0,0,0,0
CG4554,0,0,0,0,37,0
CG4610,1,1619,0,112,213,105
px,0,0,1,71,80,20
gas,0,0,0,0,0,0
CG11362,0,0,0,10,0,0
dnr1,0,0,0,0,1,0
CG3927,0,0,0,0,0,0
lncRNA:CR45328,0,0,0,0,0,0
CG4269,11,36,65,0,27,0
CG4294,212,2,2870,503,214,155
RpS16,2116,4251,3526,984,1371,625
snoRNA:Me28S-G2173,0,0,0,0,0,0
snoRNA:Psi28S-1175a,0,0,0,0,0,0
snoRNA:Psi28S-1175b,1,0,5,0,0,0
snoRNA:Psi28S-1175c,0,0,0,0,0,0
snoRNA:Or-aca1,0,0,0,4,0,1
Vps20,828,270,1296,519,659,345
CG4329,0,0,0,0,0,0
CG33143,0,0,0,0,0,0
CG17807,282,0,1030,235,156,134
Cdk9,532,0,0,461,342,153
bonsai,241,172,0,343,215,123
CG3732,231,405,1,417,225,99
RpS24,2194,2539,1368,1157,1569,740
Ugt317A1,0,0,0,83,103,6
CG2852,31330,20243,29533,61894,48524,23345
CG30195,0,183,0,1,0,0
CG34446,42,453,0,0,0,2
CG34445,25,184,120,0,17,10
CG3746,0,0,0,0,0,0
nsr,0,0,0,0,0,0
Cyp6d2,0,474,0,39,15,0
CG30196,0,0,0,0,0,0
CG43325,0,0,0,0,0,0
CG43326,0,0,0,0,0,0
asRNA:CR45268,0,0,0,0,0,0
CG13511,0,0,0,0,0,0
CG13510,0,0,0,0,0,0
CG42565,0,0,0,0,0,0
CG42566,0,1,0,0,66,7
CG4250,91,1,0,0,61,32
CG42867,0,0,0,27,57,4
lncRNA:CR45269,0,0,0,0,5,0
lncRNA:CR42868,1,5,0,0,1,0
CG30273,0,0,0,0,0,0
CG30269,0,0,0,0,0,0
CG13516,0,1,793,69,26,37
RYBP,760,0,237,653,471,259
lncRNA:CR44761,0,0,0,0,0,0
Ppa,91,3,3,2,114,64
lncRNA:CR44762,0,0,0,0,1,0
lncRNA:CR44763,0,0,0,0,8,0
lncRNA:CR44764,0,0,0,0,20,0
robo1,0,170,612,9,138,88
CG30259,0,0,0,0,0,0
Obp59a,0,0,0,0,0,0
Obp58b,0,0,0,0,0,0
Obp58c,0,0,0,0,0,0
Obp58d,0,0,0,0,0,0
asRNA:CR43735,0,0,0,0,0,0
CG30275,0,0,0,0,0,0
CG30268,0,0,0,0,0,0
jbug,433,7,1041,122,218,54
CG42260,0,0,0,0,0,0
CG13526,0,0,0,0,0,0
asRNA:CR30267,0,0,0,0,0,0
CG13527,0,0,0,0,0,0
CG30270,0,0,0,0,0,0
blw,15727,11357,5608,12961,10464,7513
CycB,0,0,0,117,0,28
stl,0,0,0,0,0,0
CG30271,0,0,0,0,0,0
CG42284,0,0,0,0,0,0
CG30274,0,0,0,0,0,0
MFS1,0,0,0,0,0,0
CG30265,0,0,0,0,0,0
CG12490,0,0,0,0,0,0
CG9825,0,0,0,0,0,0
CG9826,0,0,0,0,0,0
CG3649,0,0,0,0,0,0
CG13531,0,0,0,1,33,0
RpL23,3070,5581,3657,1423,1988,1076
inaD,0,0,0,0,0,0
fd59A,0,0,0,0,0,0
CG13532,0,0,0,0,0,0
asRNA:CR45469,0,0,0,0,0,0
PIP5K59B,29,31,32,18,14,11
EMC8-9,1089,320,2468,561,765,321
YME1L,101,1,1,117,814,239
asrij,1429,1504,780,500,725,246
Gmer,1204,1245,328,921,494,607
MED23,0,0,0,0,12,36
CG3700,121,160,983,282,371,110
nahoda,112,578,1036,52,43,44
CG30187,0,0,1,0,41,33
Nup214,0,0,317,1,35,47
ReepA,333,554,311,400,802,158
CG3788,668,304,469,172,238,63
CNBP,10657,7591,6317,3115,1677,1461
CG9849,1,0,398,68,275,176
CG3831,0,0,0,2,180,45
CG42694,0,0,0,3,1,0
mir-9376,0,0,0,0,0,0
lncRNA:CR32835,0,0,0,0,0,0
lncRNA:CR44780,0,0,0,0,0,0
CG32834,0,0,0,0,0,0
CG32833,0,0,0,0,0,0
mir-4939,0,0,0,0,0,0
asRNA:CR42742,0,0,0,0,0,0
twi,0,0,0,0,0,0
CG9897,0,0,0,0,0,0
CG9896,0,0,0,26,113,31
CG42741,0,0,611,11,28,0
Fatp2,1,0,0,445,820,365
CG44253,0,0,0,0,0,0
DCTN3-p24,885,804,780,174,368,216
CG9890,420,494,1,64,162,61
PPO3,0,0,0,0,56,0
l(2)k09913,1857,768,2679,1187,1491,1145
tRNA:Ser-TGA-1-1,0,0,0,0,0,0
tRNA:Ser-TGA-2-1,0,0,0,0,0,0
Fib,467,1,821,0,18,46
snoRNA:229,0,0,0,0,0,0
CG3085,0,0,0,0,0,0
Art7,116,916,422,19,112,42
CG43659,0,0,0,0,0,0
Gr59a,0,0,0,0,0,0
Gr59b,0,0,0,0,0,0
CG9877,0,0,427,0,0,0
CG13538,0,0,0,0,0,0
CG9876,0,0,0,0,0,0
RpL37b,0,0,0,0,0,0
CG42703,0,0,0,0,0,0
Gr59c,0,0,0,0,0,0
Gr59d,0,0,0,0,0,0
lncRNA:CR44781,0,0,0,0,0,0
lncRNA:CR44782,0,0,0,0,0,0
Klp59C,0,0,0,0,0,0
lncRNA:CR44455,0,0,0,0,0,0
lncRNA:CR44456,0,0,0,0,0,0
Gpdh2,0,0,0,0,0,0
CG30192,0,0,0,0,0,0
CG13544,0,0,0,0,0,0
Klp59D,0,0,0,0,0,0
CG43207,0,0,0,0,0,0
CG9899,0,0,0,0,0,0
CG13545,0,0,0,0,0,0
side-V,0,0,0,9,39,0
CG13539,0,0,0,0,0,0
LS2,0,0,0,0,0,0
CG3092,0,0,0,0,0,0
yip3,0,0,0,0,0,0
RpL22-like,0,0,0,0,0,0
CG12782,0,0,0,0,0,0
CG13540,0,0,0,0,0,0
ord,0,0,0,0,0,0
CG3124,0,0,0,0,0,0
CG13541,0,0,0,0,0,0
lncRNA:CR44783,0,0,0,0,0,0
Prosbeta5R1,0,0,0,0,0,0
HP1Lcsd,0,0,0,0,0,0
CG30412,0,0,0,0,0,0
CG30416,0,0,0,0,0,0
CG9861,0,0,0,0,0,0
tbrd-3,0,0,0,0,0,0
CG30413,0,0,0,0,0,0
CG3502,132,2,7,3234,5001,2124
CG9863,0,0,0,0,0,0
CG34210,0,0,0,0,0,0
CR30409,0,0,0,0,0,0
Rpi,2717,4484,4940,904,548,464
CG3500,383,311,0,232,311,122
CG9875,0,0,0,0,0,0
asRNA:CR44168,0,0,0,0,2,0
CG34423,6,11,0,0,4,2
Mthfs,108,604,0,86,51,92
vir,0,0,0,0,14,1
Ice1,0,0,0,1,104,31
Golgin245,76,0,1,299,295,158
CG13551,1420,1976,1722,1130,1153,691
yellow-d,0,73,0,0,73,88
yellow-d2,0,43,0,16,0,0
lncRNA:CR44784,0,0,0,0,1,0
CG30414,75,282,0,50,9,5
roh,765,1993,578,650,837,415
eIF2Bdelta,0,16,0,245,211,64
CG3530,0,0,0,33,195,51
CG3520,0,0,0,0,15,11
CG9812,1007,695,858,209,118,127
CG30411,0,0,0,7,0,0
CG9815,0,0,0,0,35,0
Or59a,0,0,0,0,0,0
CG43795,0,0,0,0,0,0
SkpF,0,0,0,0,0,0
Or59b,0,0,0,0,0,0
Or59c,0,0,0,0,0,0
CG13557,0,0,0,0,0,0
lncRNA:CR43792,0,0,0,0,0,0
lncRNA:CR43793,0,0,0,0,0,0
CG13558,0,0,0,0,0,0
CG13559,0,0,0,0,0,0
lncRNA:CR43794,0,0,0,0,0,0
CG3906,0,0,0,0,0,0
RabX1,309,0,0,0,111,56
mi,0,0,0,90,174,7
bw,0,0,0,0,0,0
ppk3,0,0,0,0,0,0
Gr59e,0,0,0,0,0,0
Gr59f,0,0,0,0,0,0
AIMP3,218,217,518,243,253,303
wmd,167,332,2,322,313,284
levy,2376,4584,3051,1362,1565,995
pita,667,1525,590,181,269,69
Dcp-1,122,0,1,0,262,95
Rrp4,704,2722,711,280,236,188
ItgaPS5,0,0,0,0,0,0
Pi3K59F,0,568,0,0,223,8
CG30184,231,0,0,84,59,25
apt,1322,513,106,279,263,235
CG42560,0,0,0,0,0,0
CG42559,0,0,0,0,0,0
IM18,0,0,0,0,0,0
CG10332,0,0,0,0,0,0
CG43209,0,0,0,0,0,0
Eglp1,0,0,0,0,0,0
Eglp2,232,0,0,23,92,80
Eglp3,0,0,0,0,0,0
Eglp4,0,460,0,11,7,1
retn,0,0,0,0,0,0
lncRNA:CR45153,0,0,0,0,0,0
Pde8,0,1,2,1,354,159
St1,0,0,0,0,0,0
St3,0,0,0,0,0,0
l(2)efl,0,0,0,0,0,0
Pal2,0,0,0,27,0,0
CG30183,0,0,1,1,36,1
angel,0,0,1,48,16,36
mRpL43,947,915,466,210,424,224
sigmar,107,27,0,224,388,98
l(2)dtl,0,0,0,0,0,21
Alg3,1178,0,76,311,377,192
CG5504,365,139,1870,235,188,163
asRNA:CR45326,0,0,0,0,0,2
Sesn,0,0,0,0,0,0
CG46429,0,0,0,0,0,0
CG18128,0,0,0,0,0,0
lncRNA:CR45325,0,0,0,0,0,0
mir-4979,0,0,0,0,0,0
egl,1,0,1,54,200,177
CG13560,0,0,0,0,0,0
CG34105,0,0,0,0,0,0
CG12491,0,0,0,0,0,0
CG11300,0,0,221,0,1,11
CG5532,524,743,303,211,188,111
sona,63,0,10,0,18,5
CG15800,0,0,0,0,0,0
CG30177,0,0,0,0,0,0
CG13561,0,0,0,0,0,0
CG5539,0,0,0,0,0,0
Ssrp,1770,351,467,565,657,394
CG5543,0,0,0,27,179,0
Nxt1,1257,1481,1845,275,466,325
asRNA:CR44807,0,0,0,10,2,3
CG4797,1,0,0,24,50,25
GlyT,0,0,0,0,0,0
CG4763,0,0,0,0,0,0
snoRNA:Psi18S-176,0,0,0,0,0,0
lncRNA:CR44805,0,0,0,0,0,0
CG46398,0,0,0,0,0,0
shu,315,0,0,54,0,13
Snap29,26,0,836,466,375,171
CG5554,795,2277,1575,2056,2646,1291
ytr,463,74,0,53,159,33
eIF6,445,1117,121,115,117,85
asRNA:CR45928,0,0,0,7,0,3
gbb,1151,0,1957,1698,1337,621
bgcn,0,0,0,0,0,0
Pym,535,1058,1482,82,77,65
TBPH,0,1,43,603,711,387
Cpes,18,0,0,311,204,65
CG5569,838,0,0,230,267,107
Mtpbeta,2071,698,1310,2046,1215,1249
ken,2,1133,0,0,98,2
TM4SF,0,0,0,0,0,0
CG4882,671,122,0,656,908,638
PHDP,0,0,0,0,0,0
CG5597,0,0,0,0,0,0
DCP1,36,0,0,248,119,103
DNAlig1,52,39,0,116,52,9
Upf3,254,26,0,140,205,107
CG17658,0,0,0,0,0,0
CG5339,839,215,0,472,287,207
Lpt,52,0,697,8,133,31
CG13562,0,0,0,0,63,25
Nap1,207,173,70,43,44,29
asRNA:CR45926,0,0,0,0,0,0
kcc,0,32,442,21,92,0
asRNA:CR44806,0,0,0,0,3,0
SERCA,4,636,4,812,1889,570
CG2812,0,0,0,0,0,0
CG3735,26,227,0,1,66,40
Taldo,8475,9951,10600,3962,4721,2561
Galphas,1591,1750,178,1498,1357,877
Orcokinin,0,0,0,0,0,0
Stoml2,662,564,2,436,652,299
fzr2,0,0,0,0,7,0
CG3803,328,0,1,186,115,122
thoc5,0,570,1,206,281,60
CG16787,237,0,1,247,95,132
alpha-Catr,0,0,0,0,0,0
CG13566,0,0,0,0,0,0
Fmo-1,0,0,0,0,1,0
Alas,0,1,0,48,170,77
CG34213,0,0,0,84,46,7
or,357,154,22,207,305,128
CG10904,202,414,1013,199,227,116
CG3065,1,0,0,133,160,212
mr,0,0,0,126,212,214
PPP1R15,630,14,2,360,326,255
Sox14,0,1402,920,669,563,491
Phm,930,138,1591,835,1091,550
CG30178,0,0,0,0,3,0
Pask,0,0,0,0,0,0
CG3860,0,0,0,69,68,81
mir-1009,0,0,0,0,0,0
Unc-89,0,0,0,0,0,0
CG4324,1,1,0,100,302,78
CG3121,0,0,0,0,0,0
CG3907,1056,723,1629,688,595,384
Xxylt,18,0,0,311,187,155
asRNA:CR45350,41,1,0,31,1,1
Adk2,1,0,2,2,0,1
EbpIII,105,189,0,25,21,4
HSPC300,1337,4700,3616,570,1310,461
CG3163,0,0,1074,177,244,89
CG30172,0,0,0,0,9,0
Chi,6,847,0,47,410,120
MAN1,0,0,1,245,379,138
Not11,1213,201,2,302,527,239
IntS1,0,0,0,13,0,5
tsr,42178,54534,64346,40212,60874,29407
gammaSnap1,118,107,0,220,155,108
sei,0,0,1,0,5,2
ppk29,0,0,0,5,0,0
CG13563,0,0,0,6,0,0
eEF5,8079,4289,11118,5170,5786,3043
lncRNA:CR44814,0,0,0,0,6,0
RpL12,2705,1815,1668,1549,1927,805
RpL39,1506,4542,2272,1012,2079,928
Rap2l,489,818,0,420,631,418
yki,540,85,1515,376,243,199
Gpat4,1759,1781,2262,636,914,361
Mlp60A,175,249,537,10,8,0
CG10339,0,0,0,6,0,0
CG13564,0,2,0,0,0,0
CG16786,186,1,3,545,1007,552
snama,93,5,4,124,41,82
gek,398,0,0,111,97,36
enok,0,0,0,71,37,32
CG4049,6,0,0,10,49,95
CG3253,0,0,0,0,0,0
CG3257,0,0,0,0,0,0
CG43777,0,0,0,0,0,0
CG43775,0,0,0,0,0,0
CG43776,0,0,0,0,0,0
tamo,0,45,0,45,137,4
Zfrp8,518,920,1034,302,258,43
Naa35,0,39,1,172,168,323
lncRNA:CR44826,0,0,0,0,0,0
AANAT1,0,0,0,228,249,44
CG42568,0,0,0,0,0,0
DnaJ-60,0,0,0,0,0,0
spag,272,0,0,152,0,109
CG3328,48,833,0,74,148,19
mRpS17,415,555,0,234,183,96
Nop60B,2626,858,44,356,463,298
snoRNA:Psi18S-1820,0,0,0,0,0,0
snoRNA:Me28S-G1083a,0,0,0,0,0,0
snoRNA:Me28S-G1083b,0,0,0,0,0,0
snoRNA:Me28S-G1083c,0,0,0,0,0,0
snoRNA:Me28S-G1083d,0,0,0,0,0,0
snoRNA:Or-CD9a,0,0,0,0,0,0
snoRNA:Or-CD9b,0,0,0,0,0,0
ocm,221,0,0,0,43,0
cN-IIIB,510,1436,0,182,139,115
CG3356,0,0,6,68,250,120
CG11406,0,0,0,0,0,0
CG30419,0,0,0,0,0,0
lncRNA:CR44827,0,0,0,0,0,0
nord,0,0,0,0,0,0
Ir60a,0,0,0,0,0,0
snoRNA:Me18S-A1597,0,0,0,0,0,0
CG13575,0,0,0,0,0,0
CG3376,0,0,4,285,226,49
CG13577,0,0,0,0,0,0
nvy,0,0,0,0,0,0
Fatp3,46,0,0,0,17,0
mir-4985,0,0,0,0,0,0
betaTub60D,879,16,159,2851,10011,5119
lncRNA:CR44810,0,0,0,0,0,0
slbo,0,0,0,0,0,0
lncRNA:CR44282,0,0,0,0,0,0
bs,0,122,2,220,520,116
CG44812,0,0,0,0,0,3
lncRNA:CR44811,0,2,0,118,159,58
tRNA:Asn-GTT-1-9,0,0,0,0,0,0
CG13578,0,0,0,70,81,53
mAChR-A,0,0,0,0,0,0
lncRNA:CR44813,0,0,0,0,0,0
Slik,286,0,0,2,286,115
Rpn8,567,49,1,1444,1210,821
SerT,0,0,0,0,0,0
CG45069,0,0,0,0,0,0
PIG-Z,0,0,0,0,0,0
prom,0,0,0,0,0,0
CG42383,0,0,0,0,0,0
CG15873,0,0,0,0,0,0
Pgam5-2,0,0,0,0,0,0
CG3483,0,0,0,0,0,0
CG4563,0,0,0,0,0,0
CG13579,0,0,0,0,0,0
CG3492,0,0,0,0,0,0
CG3494,0,0,0,0,0,0
CG16837,0,0,0,0,0,0
CG13589,0,0,0,0,0,0
CG13590,0,0,0,0,0,0
Crtp,0,0,0,0,0,0
lncRNA:Yu,0,0,0,0,0,0
Ssl,0,0,0,0,0,0
Prosalpha4T2,0,0,0,0,0,0
CG13581,0,0,0,0,0,0
Letm1,0,0,0,4,108,54
Ir60b,0,0,0,0,0,0
Ir60c,0,0,0,0,0,0
Ir60d,0,0,0,0,0,0
Ir60f,0,0,0,0,0,0
CG4612,374,99,0,280,503,143
Brca2,1,0,0,0,42,23
Ir60e,0,0,0,0,0,0
CG13585,311,5,0,43,234,99
CG4622,1,699,0,111,152,91
CG11413,0,0,0,0,1,0
ITP,327,45,80,239,166,25
Nurf-38,3896,2097,2146,1705,1821,1055
CG11414,589,0,1,139,318,121
uri,528,0,0,210,140,9
Fcp1,368,163,1,7,107,23
CG3511,113,0,1,94,237,154
Start1,0,0,1,756,639,384
SIFa,0,0,0,0,0,0
CG4681,0,0,0,0,0,0
pio,3543,6128,3212,8308,11563,6788
CG13587,0,0,0,3,0,0
ATPsynF,3475,6980,3310,1668,1156,914
CG3548,1,0,0,58,143,158
CG3565,0,0,0,0,0,0
Samtor,0,0,1,166,155,95
CG4707,53,0,3286,98,86,102
CG42360,89,759,268,100,84,14
CG42361,0,0,0,0,7,0
CG4741,0,0,1,0,21,0
Adck,0,4,1055,67,97,79
CG13594,0,0,0,0,0,0
snoRNA:Me18S-G393,0,0,0,0,0,0
asRNA:CR43787,0,0,0,0,0,0
Cyp9c1,0,0,0,0,0,0
CG3640,0,0,0,0,0,0
CG4781,0,0,0,0,0,0
CG3663,421,78,339,365,290,76
Cpr60D,0,0,0,0,0,0
CG30161,0,0,0,0,0,0
ND-19,901,2112,510,733,574,470
CG34214,0,0,0,0,0,0
CG4806,134,8,0,192,60,150
CG33228,366,122,7,70,101,67
Pof,0,0,0,226,202,43
Mmp1,35,4,9,6160,9586,5451
SiaT,0,0,0,60,74,84
Mid1,0,0,0,0,0,17
lncRNA:CR44828,0,0,0,0,0,0
Usp15-31,381,0,446,110,55,38
spz6,0,0,0,354,339,240
CG3880,606,0,0,0,41,0
CG12848,973,1070,731,469,679,384
CG3894,1190,874,0,536,253,97
GstE12,1757,1855,2520,537,717,388
Eps-15,38,0,0,0,177,105
egg,25,0,1,70,80,0
asRNA:CR44067,0,0,0,0,0,0
Lcp9,3,0,0,0,0,0
CG3594,475,238,614,193,107,56
TyrRS-m,1,156,229,65,21,47
CG3589,0,0,0,174,382,50
key,1313,594,1710,964,1158,925
Reg-5,24,569,8,8109,8787,4218
asRNA:CR43257,0,0,1,8,46,27
ETH,0,0,0,0,0,0
Orc4,121,0,0,10,135,70
CG12849,0,0,0,0,0,0
CG3611,0,0,0,0,0,0
CG42851,0,0,0,0,0,0
Dll,0,0,0,0,0,0
CG3650,0,0,0,0,0,0
lncRNA:CR44829,0,0,0,0,0,0
Atf-2,87,30,0,66,91,15
CG16896,0,0,0,0,13,0
CG30423,1604,855,2044,2126,2942,1322
CG44247,0,0,0,0,0,0
asRNA:CR43466,0,0,0,0,0,0
NKAIN,62,2,0,223,509,220
Ance-5,1,0,0,0,0,0
NaCP60E,270,0,0,228,122,88
Tpc2,0,0,0,0,0,0
CG9083,0,0,0,0,0,0
RpL41,9583,24202,19302,3737,6806,3689
pain,0,1,1,9,725,164
CG30427,225,2050,0,42,0,0
CG3760,749,2302,2192,978,1013,549
CG2811,1217,520,1301,279,631,175
Tina-1,1998,1511,9,597,1181,806
CG15861,0,40,0,0,4,0
CG3770,0,0,437,99,181,152
CG2790,433,0,0,159,299,112
CG12851,0,0,0,0,0,0
lncRNA:CR44830,0,0,0,0,0,0
CG2765,187,62,0,33,266,319
CG30424,0,0,0,0,1,0
RpL19,3628,3167,2295,1805,1939,1132
CG3776,2206,553,1,952,1376,779
Phk-3,121,565,1284,275,389,52
CG2736,0,0,0,0,39,0
lncRNA:CR45252,0,0,0,0,0,0
emp,942,2169,4,526,814,435
CG3829,0,0,0,0,2,3
zip,2831,632,160,3698,6848,3201
uzip,0,0,0,51,0,0
Nplp1,0,0,0,0,0,0
gsb-n,0,0,0,0,0,0
gsb,0,0,0,0,0,0
gol,46,0,0,68,97,0
tRNA:Ala-CGC-1-1,0,0,0,0,0,0
tRNA:Ala-CGC-1-2,0,0,0,0,0,0
tRNA:Ala-CGC-1-3,0,0,0,0,0,0
lov,0,0,0,0,0,0
CG30430,0,0,0,0,0,0
CG43106,0,0,0,0,0,0
CG34038,1318,1628,1642,57,118,34
Sfp60F,0,0,0,0,0,0
EbpII,0,0,0,0,0,0
Ebp,0,0,0,0,0,0
CG9380,132,260,1,92,36,53
Kr,0,0,0,0,1,0
CG30429,0,0,0,0,0,0
CG33680,0,0,0,0,0,0
CG30428,1272,1368,952,598,499,491
lncRNA:CR40469,9722,46812,16760,6753,14051,6418
CG17636,0,0,0,0,0,0
RhoGAP1A,563,1,1,91,339,117
mir-4915,0,0,0,0,0,0
lncRNA:CR45473,0,0,0,43,43,14
tyn,0,0,0,0,197,62
CG17707,0,0,0,0,0,0
lncRNA:CR43863,0,0,0,0,0,0
CG3038,900,770,4477,1019,996,773
G9a,16,23,0,238,129,63
CG42376,463,610,1516,290,329,220
cin,868,915,1,204,875,457
CG13377,132,58,1,89,62,31
asRNA:CR43906,0,0,0,0,0,0
CG13376,0,0,0,0,0,0
ewg,0,548,0,0,12,55
CG3777,245,2,766,1231,2656,989
mir-980,0,0,0,0,0,0
CG13375,0,0,0,0,16,0
CG12470,0,0,0,0,29,0
Or1a,0,0,0,0,0,0
CG32816,39,660,2,416,645,292
CG43181,0,0,0,0,0,0
CG43182,0,0,0,0,0,0
y,0,0,0,0,30,0
lncRNA:yar,0,0,0,0,1,11
ac,0,0,0,0,0,0
lncRNA:CR44751,0,0,0,0,0,0
lncRNA:CR44752,0,0,0,0,0,0
lncRNA:CR44753,0,0,0,0,0,0
sc,0,491,0,0,0,0
l(1)sc,0,0,0,0,0,0
Pgcl,0,0,0,0,0,0
ase,0,0,0,0,0,0
Cyp4g1,0,0,0,131,6,0
ebo,0,0,3,100,497,63
CR18275,0,0,0,0,42,36
CG13373,0,0,0,0,0,0
CG32817,0,0,48,25,5,5
CR18166,0,0,0,65,5,42
CG3176,196,2,0,34,40,24
CG18273,7,4,1,3,0,17
CG3156,1,0,0,12,180,129
asRNA:CR45797,0,0,0,0,0,0
